,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),BuildingType,PrimaryPropertyType,ListOfAllPropertyUseTypes,LargestPropertyUseType,SecondLargestPropertyUseType,ThirdLargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),SiteEnergyUse(kBtu),SiteEUI(kBtu/sf),ENERGYSTARScore,TotalGHGEmissions,AgeBuilding,ProportionGFABuilding,ProportionGFAParking,ProportionElectricity,ProportionNaturalGas,ProportionSteamUse,NumberofFloorsByBuildings
2667,1957,1.0,1,27966,7004,20962,NonResidential,Small- and Mid-Sized Office,"Office, Parking",Office,Parking,None,20962.0,7004.0,0.0,0.0,1100500.0,0.0,1100499.75,52.5,58.0,7.67,59,0.74955302867768,0.25044697132231997,1.00000022716952,0.0,0.0,1.0
2668,1950,1.0,1,26226,0,26226,NonResidential,Supermarket / Grocery Store,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,Parking,None,25828.0,0.0,0.0,0.0,5349470.0,2238590.0,7588060.5,293.7999878,37.0,156.18,66,1.0,0.0,0.704985153979729,0.2950147801272802,0.0,1.0
2671,1976,1.0,2,34948,15755,19193,NonResidential,Mixed Use Property,"Bank Branch, Parking",Bank Branch,Parking,None,19183.0,19183.0,0.0,0.0,1159807.0,0.0,1159807.125,60.5,17.0,8.09,40,0.5491873640837817,0.4508126359162184,0.9999998922234591,0.0,0.0,2.0
2680,1998,1.0,3,37639,9999,27640,NonResidential,Small- and Mid-Sized Office,"Laboratory, Office",Office,Laboratory,None,20434.0,7557.0,0.0,0.0,6197824.0,0.0,6197824.5,221.3999939,,43.21,18,0.734344695661415,0.265655304338585,0.9999999193265314,0.0,0.0,3.0
2682,1900,1.0,4,22840,0,22840,NonResidential,Small- and Mid-Sized Office,"Office, Other",Office,Other,None,18400.0,4440.0,0.0,0.0,881386.0,0.0,881386.1875,38.59999847,64.0,6.14,116,1.0,0.0,0.9999997872669181,0.0,0.0,4.0
2683,1900,1.0,1,21420,0,21420,NonResidential,Other,"Bar/Nightclub, Food Sales, Museum, Retail Store, Supermarket/Grocery Store",Museum,Bar/Nightclub,Supermarket/Grocery Store,10420.0,5000.0,2000.0,0.0,722467.0,88170.0,810636.875,41.70000076,,9.72,116,1.0,0.0,0.8912338215554283,0.10876633264431747,0.0,1.0
2684,1900,1.0,1,20880,0,20880,NonResidential,Small- and Mid-Sized Office,Office,Office,None,None,20880.0,0.0,0.0,0.0,683274.0,0.0,683274.0,32.70000076,94.0,4.76,116,1.0,0.0,1.0,0.0,0.0,1.0
2686,1966,1.0,3,26000,0,26000,NonResidential,Mixed Use Property,"Office, Other - Entertainment/Public Assembly",Office,Other - Entertainment/Public Assembly,None,13000.0,13000.0,0.0,0.0,820061.0,242975.0,1063035.875,40.90000153,,18.62,50,1.0,0.0,0.7714330431228391,0.22856707446491398,0.0,3.0
2687,1900,1.0,3,38675,0,38675,NonResidential,Small- and Mid-Sized Office,"Office, Restaurant",Office,Restaurant,None,12100.0,4281.0,0.0,0.0,1280095.0,658682.0,1938776.75,118.4000015,,43.91,116,1.0,0.0,0.6602591040974677,0.33974102484981833,0.0,3.0
2688,1929,1.0,4,49951,0,49951,Nonresidential COS,Small- and Mid-Sized Office,"Office, Other",Office,Other,None,32039.0,24035.0,0.0,382080.0,2092919.0,2659447.0,5134446.0,91.59999847,,185.33,87,1.0,0.0,0.4076231398674755,0.5179618210026944,0.07441503912983018,4.0
2691,2010,1.0,2,25880,0,25880,NonResidential,Medical Office,Medical Office,Medical Office,None,None,25880.0,0.0,0.0,0.0,1805820.0,135908.0,1941728.75,75.0,8.0,19.81,6,1.0,0.0,0.9300063152487185,0.06999329849753731,0.0,2.0
2695,1927,1.0,3,41013,0,41013,NonResidential,Worship Facility,"Office, Worship Facility",Worship Facility,Office,None,32098.0,2310.0,0.0,0.0,432910.0,647911.0,1080821.0,31.39999962,,37.43,89,1.0,0.0,0.4005381094556823,0.5994618905443176,0.0,3.0
2697,2004,1.0,2,21075,0,21075,NonResidential,Other,"Office, Social/Meeting Hall",Social/Meeting Hall,Office,None,18075.0,3000.0,0.0,0.0,652060.0,928977.0,1581036.75,75.0,,53.88,12,1.0,0.0,0.4124255808728039,0.5875745772512878,0.0,2.0
2699,1950,1.0,3,46485,0,46485,NonResidential,Worship Facility,Worship Facility,Worship Facility,None,None,63922.0,0.0,0.0,0.0,759192.0,785803.0,1544995.75,24.20000076,83.0,47.03,66,1.0,0.0,0.49138775948089175,0.5086117550808796,0.0,3.0
2704,1965,1.0,4,56896,0,56896,NonResidential,Small- and Mid-Sized Office,"Office, Parking",Office,Parking,None,40768.0,16128.0,0.0,0.0,997123.0,404925.0,1402048.5,34.40000153,96.0,28.46,51,1.0,0.0,0.7111900907850192,0.28880955259393665,0.0,4.0
2706,1978,1.0,2,27500,0,27500,NonResidential,Worship Facility,Worship Facility,Worship Facility,None,None,27500.0,0.0,0.0,0.0,343669.0,233454.0,577123.125,21.0,60.0,14.79,38,1.0,0.0,0.5954864484073481,0.4045133350010884,0.0,2.0
2707,1930,1.0,2,36630,0,36630,NonResidential,Small- and Mid-Sized Office,"Distribution Center, Office",Office,Distribution Center,None,22000.0,11000.0,0.0,0.0,541943.0,0.0,541943.3125,16.39999962,90.0,3.78,86,1.0,0.0,0.999999423371425,0.0,0.0,2.0
2709,1906,1.0,5,41920,0,41920,NonResidential,Small- and Mid-Sized Office,Office,Office,None,None,41920.0,0.0,0.0,0.0,1103595.0,0.0,1103594.75,26.29999924,95.0,7.69,110,1.0,0.0,1.0000002265324295,0.0,0.0,5.0
2710,1905,1.0,5,36879,0,36879,NonResidential,Small- and Mid-Sized Office,Office,Office,None,None,44000.0,0.0,0.0,0.0,1186017.0,351553.0,1537570.25,34.90000153,92.0,26.94,111,1.0,0.0,0.7713579265727859,0.22864191083301721,0.0,5.0
2711,1904,1.0,6,29820,0,29820,NonResidential,Other,Other - Lodging/Residential,Other - Lodging/Residential,None,None,29820.0,0.0,0.0,0.0,1069795.0,532160.0,1601955.625,53.70000076,,35.72,112,1.0,0.0,0.6678056391231186,0.332193970728746,0.0,6.0
2716,1906,1.0,4,43484,0,43484,NonResidential,Warehouse,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,Retail Store,Office,26416.0,9531.0,7537.0,0.0,1567041.0,0.0,1567040.75,36.0,18.0,10.92,110,1.0,0.0,1.0000001595363746,0.0,0.0,4.0
2720,1900,1.0,3,22480,0,22480,NonResidential,Mixed Use Property,"Office, Other, Retail Store",Office,Other,Retail Store,10800.0,10800.0,7200.0,0.0,981009.0,0.0,981009.125,34.09999847,,6.84,116,1.0,0.0,0.9999998725801863,0.0,0.0,3.0
2721,1925,1.0,4,33018,0,33018,NonResidential,Hotel,"Hotel, Retail Store",Hotel,Retail Store,None,23193.0,6165.0,0.0,0.0,1827547.0,3030034.0,4857581.5,165.5,49.0,173.67,91,1.0,0.0,0.3762256999702424,0.6237741970978768,0.0,4.0
2723,1970,1.0,2,26510,0,26510,NonResidential,Small- and Mid-Sized Office,Office,Office,None,None,30800.0,0.0,0.0,0.0,893799.0,93265.0,987063.6875,32.0,91.0,11.18,46,1.0,0.0,0.9055129991295521,0.09448731746602723,0.0,2.0
2737,1938,1.0,1,40028,0,40028,NonResidential,Warehouse,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,Retail Store,Office,33222.0,10208.0,6200.0,0.0,938199.0,4216.0,942415.1875,19.0,80.0,6.76,78,1.0,0.0,0.9955261889282743,0.004473612114830227,0.0,1.0
2738,2007,1.0,3,44510,18228,26282,NonResidential,Small- and Mid-Sized Office,"Office, Parking",Office,Parking,None,26282.0,18228.0,0.0,0.0,2188051.0,0.0,2188051.25,83.30000305,23.0,15.25,9,0.5904740507751067,0.40952594922489327,0.9999998857430784,0.0,0.0,3.0
2739,1954,1.0,1,21624,0,21624,NonResidential,Worship Facility,Worship Facility,Worship Facility,None,None,21624.0,0.0,0.0,0.0,313117.0,353571.0,666687.5,30.79999924,90.0,20.96,62,1.0,0.0,0.46966082309927815,0.530339926877285,0.0,1.0
2742,1970,1.0,1,42239,0,42239,SPS-District K-12,K-12 School,K-12 School,K-12 School,None,None,48799.0,0.0,0.0,0.0,894324.0,1251280.0,2145603.5,44.0,83.0,72.69,46,1.0,0.0,0.41681699344729817,0.5831832395873702,0.0,1.0
2744,1925,1.0,3,51360,0,51360,SPS-District K-12,K-12 School,K-12 School,K-12 School,None,None,51026.0,0.0,0.0,0.0,960186.0,442909.0,1403094.75,27.5,89.0,30.22,91,1.0,0.0,0.6843343972315483,0.3156657809460124,0.0,3.0
2748,1909,1.0,3,20620,0,20620,NonResidential,Mixed Use Property,"Multifamily Housing, Retail Store, Social/Meeting Hall",Multifamily Housing,Retail Store,Social/Meeting Hall,10060.0,5280.0,5280.0,0.0,410059.0,337398.0,747456.875,36.20000076,,20.78,107,1.0,0.0,0.5486055633644416,0.45139460386928676,0.0,3.0
2751,1910,1.0,5,40552,0,40552,NonResidential,Hotel,Hotel,Hotel,None,None,40552.0,0.0,0.0,0.0,227435.0,972746.0,1200180.875,29.60000038,99.0,53.25,106,1.0,0.0,0.18950060339863356,0.8104995007523346,0.0,5.0
2759,1909,1.0,3,31432,0,31432,NonResidential,Small- and Mid-Sized Office,"Multifamily Housing, Office, Other",Office,Other,Multifamily Housing,23059.0,7125.0,1248.0,0.0,1439572.0,0.0,1439572.375,45.79999924,,10.04,107,1.0,0.0,0.9999997395059765,0.0,0.0,3.0
2761,1917,1.0,2,24550,0,24550,NonResidential,Retail Store,"Office, Retail Store",Retail Store,Office,None,13500.0,11050.0,0.0,0.0,90201.0,114794.0,977230.3125,39.79999924,100.0,6.73,99,1.0,0.0,0.09230270371908873,0.11746872618628477,0.0,2.0
2767,2000,1.0,2,61052,0,61052,SPS-District K-12,K-12 School,K-12 School,K-12 School,None,None,61052.0,0.0,0.0,0.0,1688937.0,677992.0,2366929.5,38.79999924,80.0,47.78,16,1.0,0.0,0.7135561071844345,0.28644368157141986,0.0,2.0
2770,1908,1.0,3,25864,0,25864,NonResidential,Other,"Office, Social/Meeting Hall",Social/Meeting Hall,Office,None,13364.0,8420.0,0.0,0.0,433559.0,594718.0,1028277.313,47.20000076,,34.61,108,1.0,0.0,0.42163625951747513,0.5783634360899296,0.0,3.0
2774,1924,1.0,3,20686,0,20686,NonResidential,Other,Other - Lodging/Residential,Other - Lodging/Residential,None,None,20686.0,0.0,0.0,0.0,464268.0,743236.0,1207504.0,58.40000153,,42.71,92,1.0,0.0,0.38448568286316237,0.6155143171368377,0.0,3.0
2775,1929,1.0,3,22124,0,22124,NonResidential,Residence Hall,Residence Hall/Dormitory,Residence Hall/Dormitory,None,None,22124.0,0.0,0.0,0.0,637685.0,0.0,637685.0,28.79999924,82.0,4.45,87,1.0,0.0,1.0,0.0,0.0,3.0
2778,1926,1.0,3,27487,0,27487,NonResidential,Residence Hall,Residence Hall/Dormitory,Residence Hall/Dormitory,None,None,27487.0,0.0,0.0,0.0,406046.0,1188459.0,1594504.875,58.0,82.0,65.95,90,1.0,0.0,0.25465334497644604,0.7453467334177953,0.0,3.0
2779,1926,1.0,4,23616,0,23616,NonResidential,Residence Hall,Residence Hall/Dormitory,Residence Hall/Dormitory,None,None,23616.0,0.0,0.0,0.0,743927.0,912493.0,1656420.25,70.09999847,55.0,53.65,90,1.0,0.0,0.44911730582863857,0.5508825432434794,0.0,4.0
2781,1976,1.0,3,33448,0,33448,NonResidential,Residence Hall,Residence Hall/Dormitory,Residence Hall/Dormitory,None,None,33448.0,0.0,0.0,0.0,998633.0,0.0,998633.5,29.89999962,78.0,6.96,40,1.0,0.0,0.9999994993158151,0.0,0.0,3.0
2783,1987,1.0,2,74840,0,74840,NonResidential,Senior Care Community,Senior Care Community,Senior Care Community,None,None,74840.0,0.0,0.0,0.0,4111042.0,4157454.0,8268496.5,110.5,48.0,249.46,29,1.0,0.0,0.49719341357887736,0.5028065259506369,0.0,2.0
2784,1913,1.0,3,20992,0,20992,Nonresidential COS,Other,"Other - Education, Performing Arts, Social/Meeting Hall",Performing Arts,Social/Meeting Hall,Other - Education,24600.0,4625.0,1665.0,0.0,576892.0,1896410.0,2473302.0,80.09999847,,104.74,103,1.0,0.0,0.23324769882529509,0.7667523011747049,0.0,3.0
2785,1925,1.0,2,22344,0,22344,NonResidential,K-12 School,K-12 School,K-12 School,None,None,22344.0,0.0,0.0,0.0,555586.0,967011.0,1522596.75,68.09999847,40.0,55.23,91,1.0,0.0,0.3648937251442314,0.6351064390489471,0.0,2.0
2789,1921,1.0,3,31900,0,31900,NonResidential,University,College/University,College/University,None,None,26000.0,0.0,0.0,0.0,753713.0,1712387.0,2466100.0,94.80000305,,96.2,95,1.0,0.0,0.30562953651514535,0.6943704634848546,0.0,3.0
2790,1950,1.0,2,29417,0,29417,Nonresidential COS,Other,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Pre-school/Daycare",Other - Recreation,Fitness Center/Health Club/Gym,Pre-school/Daycare,18489.0,8946.0,1445.0,0.0,658940.0,972539.0,1631479.125,54.90000153,,56.25,66,1.0,0.0,0.4038911622605039,0.5961087611219053,0.0,2.0
2791,1909,1.0,3,49299,0,49299,NonResidential,Mixed Use Property,"Multifamily Housing, Office, Restaurant",Office,Multifamily Housing,Restaurant,24099.0,23632.0,5320.0,0.0,1323792.0,0.0,4729846.5,89.19999695,,9.23,107,1.0,0.0,0.2798805415778292,0.0,0.0,3.0
2795,1997,1.0,1,31841,0,31841,NonResidential,Supermarket / Grocery Store,"Office, Supermarket/Grocery Store",Supermarket/Grocery Store,Office,None,30899.0,942.0,0.0,0.0,6365315.0,6775259.0,13140574.0,412.7000122,,404.21,19,1.0,0.0,0.4844015946335373,0.5155984053664627,0.0,1.0
2798,1988,1.0,2,21036,0,21036,NonResidential,Mixed Use Property,"Fitness Center/Health Club/Gym, Medical Office, Office, Parking, Restaurant",Parking,Fitness Center/Health Club/Gym,Office,11021.0,8164.0,7280.0,0.0,1450920.0,1284891.0,2735811.5,130.1000061,,78.36,28,1.0,0.0,0.530343556198956,0.4696562610399145,0.0,2.0
2800,1999,1.0,2,32928,0,32928,NonResidential,Mixed Use Property,"Office, Other, Parking, Retail Store",Parking,Retail Store,Office,24288.0,16710.0,16128.0,0.0,5652230.0,0.0,5652231.0,172.1000061,9.0,39.4,17,1.0,0.0,0.9999998230787099,0.0,0.0,2.0
2801,1954,1.0,2,20039,0,20039,NonResidential,Worship Facility,Worship Facility,Worship Facility,None,None,20039.0,0.0,0.0,0.0,104722.0,0.0,104722.2969,5.199999809,100.0,0.73,62,1.0,0.0,0.9999971648826583,0.0,0.0,2.0
2802,1928,1.0,2,54943,0,54943,SPS-District K-12,K-12 School,K-12 School,K-12 School,None,None,57247.0,0.0,0.0,0.0,665637.0,1489754.0,2155390.25,37.70000076,94.0,83.76,88,1.0,0.0,0.3088243532696689,0.6911759946951602,0.0,2.0
2803,1960,1.0,1,44476,0,44476,NonResidential,Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,None,None,41256.0,0.0,0.0,0.0,931104.0,437016.0,1368120.5,33.20000076,33.0,29.7,56,1.0,0.0,0.6805716309345559,0.31942800360056006,0.0,1.0
2804,1969,1.0,1,35017,0,35017,NonResidential,Small- and Mid-Sized Office,"Non-Refrigerated Warehouse, Office, Parking",Office,Non-Refrigerated Warehouse,Parking,19785.0,10234.0,0.0,0.0,904631.0,390854.0,1295485.25,43.20000076,66.0,27.06,47,1.0,0.0,0.6982950983038981,0.3017047087182197,0.0,1.0
2805,1950,1.0,3,29084,0,29084,NonResidential,Residence Hall,Residence Hall/Dormitory,Residence Hall/Dormitory,None,None,26000.0,0.0,0.0,0.0,560665.0,1071834.0,1632498.625,62.79999924,66.0,60.83,66,1.0,0.0,0.34343979922188295,0.6565604304873457,0.0,3.0
2815,1963,1.0,2,22952,0,22952,NonResidential,Worship Facility,"Parking, Worship Facility",Worship Facility,Parking,None,22962.0,0.0,0.0,0.0,123878.0,346789.0,470666.6875,20.5,98.0,19.28,53,1.0,0.0,0.263196872202688,0.7368037917491239,0.0,2.0
2829,1976,1.0,1,21040,0,21040,NonResidential,Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,None,None,21040.0,0.0,0.0,0.0,266815.0,325273.0,592088.125,28.10000038,43.0,19.14,40,1.0,0.0,0.4506339322377053,0.5493658566450729,0.0,1.0
2830,1951,1.0,2,28032,0,28032,NonResidential,Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,None,None,30000.0,0.0,0.0,0.0,510536.0,810529.0,1321065.0,44.0,52.0,46.61,65,1.0,0.0,0.3864578957129286,0.6135421042870715,0.0,2.0
2831,1974,1.0,1,25620,0,25620,NonResidential,Distribution Center,Distribution Center,Distribution Center,None,None,25620.0,0.0,0.0,0.0,189949.0,360375.0,550324.1875,21.5,82.0,20.46,42,1.0,0.0,0.34515837085572404,0.6548412884360094,0.0,1.0
2832,1992,1.0,3,33238,0,33238,NonResidential,Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,None,None,33238.0,0.0,0.0,0.0,1632472.0,0.0,1632472.0,49.09999847,14.0,11.38,24,1.0,0.0,1.0,0.0,0.0,3.0
2833,1912,1.0,4,27800,0,27800,NonResidential,K-12 School,K-12 School,K-12 School,None,None,11093.0,0.0,0.0,0.0,528460.0,652969.0,1181428.75,106.5,8.0,38.36,104,1.0,0.0,0.4473058574205173,0.5526943541876732,0.0,4.0
2835,2000,1.0,6,706176,0,706176,NonResidential,Large Office,"Bank Branch, Office, Parking",Office,Parking,Bank Branch,222807.0,78049.0,5171.0,0.0,13270685.0,0.0,13270687.0,58.20000076,82.0,92.52,16,1.0,0.0,0.9999998492919018,0.0,0.0,6.0
2839,1998,1.0,1,33706,0,33706,NonResidential,Supermarket / Grocery Store,Supermarket/Grocery Store,Supermarket/Grocery Store,None,None,31746.0,0.0,0.0,0.0,5528496.0,3159194.0,8687690.0,273.7000122,22.0,206.33,18,1.0,0.0,0.6363597227801636,0.3636402772198363,0.0,1.0
2841,1961,1.0,2,37600,0,37600,NonResidential,Mixed Use Property,"Non-Refrigerated Warehouse, Office, Other",Non-Refrigerated Warehouse,Other,Office,18400.0,16200.0,3000.0,0.0,472249.0,1699502.0,2171751.5,57.79999924,,93.55,55,1.0,0.0,0.2174507534586715,0.7825490163124096,0.0,2.0
2851,1954,1.0,1,42128,0,42128,SPS-District K-12,K-12 School,K-12 School,K-12 School,None,None,42128.0,0.0,0.0,0.0,893537.0,815770.0,1709307.5,40.59999847,93.0,49.55,62,1.0,0.0,0.522747954946667,0.4772517525372117,0.0,1.0
2857,1932,1.0,2,44753,0,44753,SPS-District K-12,K-12 School,K-12 School,K-12 School,None,None,46545.0,0.0,0.0,0.0,558868.0,1079824.0,1638691.625,35.20000076,96.0,61.25,84,1.0,0.0,0.3410452530994048,0.6589549757416988,0.0,2.0
2862,1912,1.0,3,33708,0,33708,NonResidential,Other,Other,Other,None,None,33708.0,0.0,0.0,166488.4063,567086.0,52750.0,786324.0,23.29999924,,19.61,104,1.0,0.0,0.7211861777079168,0.067084306214741,0.21173003278546756,3.0
2881,1948,1.0,2,47237,0,47237,NonResidential,Other,Other,Other,None,None,47661.0,0.0,0.0,0.0,5981430.0,0.0,5981430.0,125.5,,41.7,68,1.0,0.0,1.0,0.0,0.0,2.0
2894,1989,1.0,2,57298,0,57298,SPS-District K-12,K-12 School,K-12 School,K-12 School,None,None,60882.0,0.0,0.0,0.0,1586389.0,0.0,1586388.75,26.10000038,91.0,11.06,27,1.0,0.0,1.0000001575906283,0.0,0.0,2.0
2896,1997,1.0,1,76585,38585,38000,NonResidential,Supermarket / Grocery Store,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,Parking,None,41447.0,0.0,0.0,0.0,8112028.0,5794050.0,13906080.0,335.5,18.0,364.27,19,0.4961807142390808,0.5038192857609193,0.5833439761600682,0.416655880017949,0.0,1.0
2897,1938,1.0,3,26373,0,26373,NonResidential,Worship Facility,Worship Facility,Worship Facility,None,None,26373.0,0.0,0.0,0.0,282478.0,681758.0,964236.0,36.59999847,75.0,38.18,78,1.0,0.0,0.2929552516188983,0.7070447483811018,0.0,3.0
2901,1956,6.0,2,75868,0,75868,NonResidential,Small- and Mid-Sized Office,"Non-Refrigerated Warehouse, Office, Restaurant, Retail Store",Office,Restaurant,Retail Store,50379.0,12622.0,6662.0,0.0,3605750.0,0.0,3605749.75,47.5,,25.14,60,1.0,0.0,1.0000000693337079,0.0,0.0,0.0
2904,1947,1.0,2,21656,0,21656,NonResidential,Mixed Use Property,"Office, Other - Entertainment/Public Assembly, Other - Public Services, Restaurant, Urgent Care/Clinic/Other Outpatient",Other - Entertainment/Public Assembly,Other - Public Services,Restaurant,5656.0,5561.0,5090.0,0.0,726238.0,881734.0,1607972.25,74.30000305,,51.89,69,1.0,0.0,0.45164834156808364,0.5483515029565964,0.0,2.0
2912,1921,1.0,3,23040,0,23040,Nonresidential COS,Distribution Center,Distribution Center,Distribution Center,None,None,23040.0,0.0,0.0,0.0,421430.0,0.0,421430.0,18.29999924,,2.94,95,1.0,0.0,1.0,0.0,0.0,3.0
2913,1956,1.0,2,36771,0,36771,NonResidential,Other,Other,Other,None,None,34856.0,0.0,0.0,0.0,5447076.0,0.0,5447076.5,156.3000031,,37.97,60,1.0,0.0,0.9999999082076413,0.0,0.0,2.0
2916,1977,1.0,1,24024,0,24024,NonResidential,Warehouse,"Non-Refrigerated Warehouse, Other - Services",Non-Refrigerated Warehouse,Other - Services,None,14314.0,9710.0,0.0,0.0,375773.0,0.0,375773.5938,15.60000038,,2.62,39,1.0,0.0,0.9999984197931686,0.0,0.0,1.0
2917,1953,1.0,1,42420,0,42420,NonResidential,Warehouse,"Non-Refrigerated Warehouse, Office, Other",Non-Refrigerated Warehouse,Other,Office,27420.0,10000.0,5000.0,0.0,474320.0,491105.0,965425.1875,22.79999924,34.0,29.39,63,1.0,0.0,0.49130684194004415,0.5086929638450105,0.0,1.0
2918,1979,1.0,1,36982,0,36982,NonResidential,Distribution Center,"Distribution Center, Office",Distribution Center,Office,None,34382.0,2600.0,0.0,0.0,282354.0,92400.0,374753.8125,10.10000038,,6.88,37,1.0,0.0,0.7534386324622114,0.2465618678662542,0.0,1.0
2919,1964,1.0,2,23400,0,23400,NonResidential,Warehouse,"Non-Refrigerated Warehouse, Office, Parking",Non-Refrigerated Warehouse,Office,Parking,20002.0,3374.0,0.0,0.0,439267.0,0.0,439266.9063,18.79999924,,3.06,52,1.0,0.0,1.000000213309946,0.0,0.0,2.0
2924,1948,1.0,2,30720,0,30720,NonResidential,Other,"Office, Other, Parking",Other,Parking,Office,28120.0,1600.0,1000.0,0.0,482047.0,1201017.0,1683064.25,57.79999924,,67.15,68,1.0,0.0,0.2864103375732685,0.7135895138881359,0.0,2.0
2926,1972,1.0,1,23232,0,23232,NonResidential,Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,None,None,23232.0,0.0,0.0,0.0,127374.0,0.0,127374.0,5.5,,0.89,44,1.0,0.0,1.0,0.0,0.0,1.0
2927,1974,1.0,1,35046,0,35046,NonResidential,Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,None,None,32546.0,0.0,0.0,0.0,841364.0,221905.0,1063269.125,32.70000076,100.0,17.65,42,1.0,0.0,0.7912991924786681,0.2087006899593741,0.0,1.0
2928,1961,1.0,1,25577,0,25577,NonResidential,Refrigerated Warehouse,"Non-Refrigerated Warehouse, Office, Refrigerated Warehouse",Refrigerated Warehouse,Non-Refrigerated Warehouse,Office,13349.0,8228.0,4000.0,0.0,723667.0,172117.0,895784.6875,35.0,,14.19,55,1.0,0.0,0.8078581941600782,0.19214103835638516,0.0,1.0
2929,1974,1.0,1,43380,0,43380,NonResidential,Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,None,None,42844.0,0.0,0.0,0.0,405062.0,0.0,405062.0,9.5,89.0,2.82,42,1.0,0.0,1.0,0.0,0.0,1.0
2930,1995,1.0,3,20410,0,20410,NonResidential,Small- and Mid-Sized Office,Office,Office,None,None,20410.0,0.0,0.0,0.0,1444160.0,1276078.0,2720238.25,133.3000031,8.0,77.84,21,1.0,0.0,0.5308946743911126,0.4691052337051727,0.0,3.0
2938,1983,1.0,3,24696,6300,18396,NonResidential,Small- and Mid-Sized Office,"Office, Parking",Office,Parking,None,18396.0,6300.0,0.0,0.0,624125.0,0.0,624125.625,33.90000153,87.0,4.35,33,0.7448979591836735,0.25510204081632654,0.9999989985990401,0.0,0.0,3.0
2944,1956,1.0,1,45174,0,45174,SPS-District K-12,K-12 School,K-12 School,K-12 School,None,None,45174.0,0.0,0.0,0.0,786971.0,1193854.0,1980825.25,43.79999924,84.0,68.89,60,1.0,0.0,0.3972945114668747,0.6027053623231025,0.0,1.0
2945,2002,1.0,1,24955,0,24955,NonResidential,Worship Facility,Worship Facility,Worship Facility,None,None,24955.0,0.0,0.0,0.0,320006.0,369797.0,689803.0,27.60000038,47.0,21.87,14,1.0,0.0,0.46390926104989394,0.5360907389501061,0.0,1.0
2962,1991,1.0,3,34074,0,34074,NonResidential,Other,Other/Specialty Hospital,Other/Specialty Hospital,None,None,34074.0,0.0,0.0,0.0,3603789.0,4918200.0,8521989.0,250.1000061,,286.33,25,1.0,0.0,0.4228812076617325,0.5771187923382675,0.0,3.0
2981,1961,1.0,2,76475,0,76475,NonResidential,Worship Facility,"Other - Education, Worship Facility",Worship Facility,Other - Education,None,45442.0,31033.0,0.0,0.0,573241.0,1192573.0,1765813.625,23.10000038,,67.33,55,1.0,0.0,0.32463278790251715,0.6753674244641759,0.0,2.0
2982,1988,1.0,2,32961,0,32961,NonResidential,K-12 School,K-12 School,K-12 School,None,None,32961.0,0.0,0.0,0.0,446659.0,1126496.0,1573155.0,47.70000076,86.0,62.94,28,1.0,0.0,0.28392561444994296,0.7160743855500571,0.0,2.0
2985,2004,1.0,1,27376,14570,12806,Nonresidential COS,Other,"Library, Parking",Library,Parking,None,12806.0,0.0,0.0,0.0,668530.0,414390.0,1082920.125,84.59999847,,26.67,12,0.46778199883109295,0.532218001168907,0.6173400831386341,0.3826598014327234,0.0,1.0
2993,1950,1.0,1,109794,0,109794,Campus,K-12 School,K-12 School,K-12 School,None,None,109794.0,0.0,0.0,0.0,1294767.0,2001759.0,3296526.25,30.0,87.0,115.34,66,1.0,0.0,0.3927670832288989,0.607232840933695,0.0,1.0
2995,1911,1.0,3,25200,0,25200,NonResidential,Other,Other - Lodging/Residential,Other - Lodging/Residential,None,None,25200.0,0.0,0.0,0.0,281188.0,961478.0,1242666.25,49.29999924,,53.02,105,1.0,0.0,0.22627797286680956,0.7737218259528654,0.0,3.0
2996,1996,1.0,1,44755,0,44755,NonResidential,Supermarket / Grocery Store,Supermarket/Grocery Store,Supermarket/Grocery Store,None,None,46978.0,0.0,0.0,0.0,5923610.0,5597529.0,11521140.0,245.1999969,56.0,338.58,20,1.0,0.0,0.5141513773810578,0.48584853582197596,0.0,1.0
2997,1907,1.0,2,22320,0,22320,NonResidential,Other,"Repair Services (Vehicle, Shoe, Locksmith, etc)","Repair Services (Vehicle, Shoe, Locksmith, etc)",Shoe,Locksmith,22320.0,6382.039155655083,2622.261777157769,0.0,137286.0,72359.0,209644.9063,9.399999619,,4.8,109,1.0,0.0,0.654850157931073,0.34515028901515454,0.0,2.0
